@relation noProbing_imputation

@attribute dataset_id numeric
@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
1555,0.132132,809431967750,925065106,983066,0.041,0.24,240,8,994,0.700401,52106.178,8,1.342031,24536.418151,3.75,279.162162,-0.794876,4239.04982,3.75,-0.045842,1354.844394,2,30,-1.456989,0.297755,2,-1.085093,0.042808,0.089,89,2,8,41,1000,0,0,37,4,0.04878,0,0,0.902439,0.097561,-1.211414,0.628924,-0.450391,0.182206,-1.044969,7.12084,-0.169091,1.049192,-0.39142,76.90315,0.382686,12.204759,2.872281,269.649929,2.872281,29.273356,18.131488,0,17.301038,14.394464,0,21.176471,24.567474,0,13.633218,14.256055,29.273356,28.99654,24.844291,17.923875,24.567474,29.273356,19.446367,27.681661,26.989619,27.820069,17.854671
1556,0.563025,352,176,88,0.058333,0.508333,61,2,44,-1.546783,38.724167,2,0.112508,1.819132,2,44,-1.546783,38.724167,2,0.112508,1.819132,2,44,-1.546783,38.724167,2,0.112508,1.819132,0.491667,59,6,2,7,120,0,0,1,6,0.857143,0,0,0.142857,0.857143,-1.546783,38.724167,0.112508,1.819132,-1.546783,38.724167,0.112508,1.819132,-1.546783,38.724167,0.112508,1.819132,0,0,0,98.181818,100,0,100,100,100,100,100,51.515152,100,100,99.393939,99.393939,77.575758,100,51.515152,80,100,100,99.393939,100,100
1557,0.583573,2998705432800,3407619810,3679935,0.002155,0.346421,1447,3,2429,76.025509,0.828742,3,3.128817,0.490389,3,863.714286,11.033153,0.382703,3,0.620369,0.174618,3,51,-0.045476,0.139516,3,-0.639873,0.041827,0.316734,1323,0,3,9,4177,0,0,7,2,0,0,0,0.777778,0.222222,-0.023644,0.180594,-0.609198,0.09924,0.084012,0.359367,0.591852,0.120093,0.595124,0.523992,0.719098,0.221963,0,879.204511,0,58.68695,57.55004,0,65.716573,66.244996,0,62.305845,65.380304,0,57.934347,63.330665,62.081665,61.505204,60.480384,61.633307,34.667734,57.245797,60.192154,66.421137,62.546037,64.227382,57.261809
1558,0.800885,40279830500,601191500,2058875,0.00376,0.88476,4000,12,2353,88.390332,1422.657819,12,6.596431,3009.638142,4.6,524.857143,28.192984,255.258192,4.6,3.357032,484.749021,2,24,-1.039531,0.542579,2,0.094627,1.693562,0.11524,521,4,2,17,4521,0,0,7,10,0.235294,0,0,0.411765,0.588235,0.348775,2.79363,0.699501,3.109807,12.53005,39.766645,2.77242,10.576211,51.995212,263.961292,5.875259,259.856633,3.977716,862.769075,3.977716,88.079764,86.824225,0,90.073855,87.695716,90.192024,89.586411,90.236337,83.618907,86.33678,87.961595,89.748892,88.980798,88.611521,87.946824,88.552437,88.552437,89.350074,90.088626,89.187592,89.4387,86.262925
1559,0.971429,121550625,1157625,11025,0.09434,0.462264,49,4,105,-1.162664,53.396226,4,0.12978,30.582809,4,102.777778,-1.191685,51.585954,4,0.018333,29.727478,4,95,-1.215631,46.028302,4,-0.016735,27.568946,0.132075,14,0,4,10,106,0,0,9,1,0,0,0,0.9,0.1,-1.209834,50.051887,-0.012854,28.808618,-1.186511,52.896226,0.008308,30.322118,-1.179468,53.103774,0.030152,30.409092,0,4.146618,0,47.692308,68.461538,46.153846,54.615385,49.230769,0,60,53.076923,0,56.923077,63.076923,51.538462,57.692308,46.153846,54.615385,50,50,50,50,56.923077,68.461538,44.615385
1560,0.870588,39943340976,259372344,1041656,0.016933,0.778457,1655,3,1064,299.424142,1702.877234,3,17.353457,930.919143,3,103.771429,17.740298,106.212907,3,2.39219,60.498826,3,2,-1.366059,0.003293,3,-0.995178,0.0573,0.082785,176,0,3,36,2126,0,0,35,1,0,0,0,0.972222,0.027778,-0.292943,0.126058,0.115784,0.363094,3.009531,3.659925,1.657339,2.949386,15.131589,93.579492,3.920287,17.192814,0,236.259091,0,93.175355,90.331754,0,98.388626,98.767773,0,98.35703,98.830964,0,99.020537,93.586098,98.293839,98.546603,87.077409,98.546603,78.199052,87.077409,98.325434,98.830964,98.736177,98.799368,96.113744
1561,0.936508,16,8,4,58.15625,0.546875,35,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0.453125,29,3722,2,3722,64,0,0,0,3722,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.25,78.75,0,85,46.25,90,88.75,80,90,60,58.75,78.75,80,81.25,83.75,56.25,87.5,85,80,88.75,85,63.75
1562,0.936508,16,8,4,73.484375,0.546875,35,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0.453125,29,4703,2,4703,64,0,0,0,4703,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.75,78.75,0,87.5,0,0,91.25,80,91.25,60,58.75,82.5,78.75,86.25,80,56.25,77.5,76.25,80,77.5,86.25,72.5
1563,0.936508,16,8,4,3.59375,0.546875,35,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0.453125,29,230,2,230,64,0,0,0,230,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.25,85,0,85,86.25,86.25,87.5,82.5,83.75,88.75,88.75,85,90,68.75,80,56.25,76.25,80,82.5,81.25,88.75,80
1564,0.936508,16,8,4,3.796875,0.546875,35,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0.453125,29,243,2,243,64,0,0,0,243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,87.5,0,91.25,88.75,86.25,86.25,78.75,77.5,83.75,83.75,82.5,85,65,76.25,56.25,66.25,73.75,78.75,81.25,85,68.75
1565,0.457338,13483008,421344,11088,0.047619,0.639456,188,5,154,111.196773,230.520408,5,10.08996,95.414336,5,25.615385,27.332138,40.92708,5,-0.62498,12.609629,5,2,-1.62155,-8.846939,5,-7.323916,0.447533,0.05102,15,0,5,14,294,0,0,13,1,0,0,0,0.928571,0.071429,-0.744492,-2.661565,-3.287915,0.80996,3.047268,0.586054,-0.472436,1.499491,63.785406,89.964286,1.084128,13.624688,0,43.811221,0,64.197531,63.209877,0,69.135802,64.691358,0,70.123457,70.37037,0,61.975309,62.469136,69.876543,68.395062,66.91358,60.740741,67.901235,65.679012,64.691358,69.382716,66.666667,70.617284,62.716049
1566,0.500413,2157796475136,1780360128,1468944,0.083333,0.50495,612,2,1212,12.666354,8245.599272,2,3.378216,19788.636065,2,1211.99,11.013298,8189.417136,2,3.236031,19481.352687,2,1211,10.514617,8113.476133,2,3.1877,19223.183969,0.49505,600,1,2,101,1212,0,0,100,1,0.009901,0,0,0.990099,0.009901,10.65807,8168.31018,3.204333,19409.313867,10.767502,8200.085399,3.219434,19489.247888,11.205721,8212.043437,3.256677,19557.169838,0,0.1,0,50.415512,48.698061,85.761773,87.202216,54.459834,55.67867,60.720222,59.501385,59.00277,61.274238,61.495845,50.415512,52.354571,52.686981,50.415512,50.415512,50.249307,50.415512,58.781163,57.174515,59.612188,59.058172
1567,0.43224,28561,2197,169,0.000011,0.501167,513701,10,13,-1.213944,7.006289,10,0.003978,3.744051,10,8.5,-1.287483,4.749439,10,-0.000237,2.430179,10,4,-1.362077,2.4994,10,-0.002336,1.117215,0.000008,8,0,10,11,1025009,0,0,10,1,0,0,0,0.909091,0.090909,-1.360881,2.500174,-0.001753,1.118194,-1.286918,4.744962,-0.000444,2.429438,-1.214133,6.999647,0.000359,3.742355,0,4.743416,0,50.118378,50.118378,50.118378,50.118378,54.404631,0,0,50.118378,0,0,0,56.574067,0,50.118378,0,50.118378,50.118378,74.842369,0,66.528212,0,61.645712
1568,0.239407,320,80,20,0.000695,0.333385,4320,5,0,0,0,5,0,0,3.444444,0,0,0,3.444444,0,0,2,0,0,0,2,0,0,0.025313,328,1,4,9,12958,0,0,0,9,0.111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.881917,0,0.881917,90.386399,90.386399,0,92.478104,99.763009,0,92.838743,92.375064,0,97.50644,96.357548,94.224626,96.141164,71.24678,98.742916,33.359093,66.280268,96.1051,98.165894,95.383823,98.371973,93.508501
1569,0.432243,28561,2197,169,0.000011,0.501172,513701,9,13,-1.213938,7.006269,9,0.003984,3.744039,9,8.5,-1.287479,4.749427,9,-0.00023,2.430172,9,4,-1.362076,2.499396,9,-0.002331,1.117214,0.000017,17,0,9,11,1025000,0,0,10,1,0,0,0,0.909091,0.090909,-1.36088,2.500169,-0.001745,1.118193,-1.286913,4.744957,-0.000435,2.429432,-1.214125,6.999614,0.000364,3.742341,0,4.743416,0,50.118704,50.118704,50.118704,50.118704,51.745629,0,0,50.118704,0,0,0,56.892432,0,50.118704,0,50.118704,50.118704,74.549186,0,66.267171,79.732738,61.150484
1570,0.965482,451239860355256,106575309484,22939154,0.00124,0.946063,4578,2,4802,119.739435,525.800301,2,7.731519,156.579297,2,4520.8,48.007919,204.971169,2,3.373429,61.205474,2,4145,-0.015317,24.482007,2,-0.750783,10.726997,0.053937,261,1,2,6,4839,0,0,5,1,0.166667,0,0,0.833333,0.166667,3.748219,70.393669,-0.282821,12.088756,17.188505,126.855547,2.504863,62.005622,107.677326,378.60648,7.463963,109.922119,0,309.784925,0,94.68599,89.31677,71.677019,96.63216,98.219462,94.68599,94.68599,96.149068,94.68599,94.837819,97.460317,95.555556,98.05383,94.534161,97.750173,94.68599,94.68599,97.99862,98.385093,97.874396,98.481712,97.694962
1590,0.634426,33343158816,347324571,3508329,0.000307,0.760718,37155,41,28523,152.693096,189664.134597,41,11.894659,105604.025423,11.222222,4821.833333,30.359638,31819.974766,11.222222,3.063861,18914.620327,2,16,-0.184269,10.078089,2,-0.316525,2.570973,0.239282,11687,2,2,15,48842,3620,6465,6,9,0.133333,0.074117,0.008824,0.4,0.6,0.423242,31.502211,0.099931,9.936326,4.504454,63.962348,0.998236,208.357531,53.184034,48225.334369,6.401021,31990.020649,12.15296,11611.209643,12.15296,84.069625,83.34198,0,85.142662,82.780887,84.999317,84.9843,85.112628,79.247782,79.331058,78.690785,85.638225,84.6157,81.05802,85.227304,76.075085,76.075085,86.120137,86.10785,85.075768,84.991126,81.593174
1596,0.950614,46673751397000,66676787710,33709195,0.000095,0.487599,283301,7,5827,5.250296,2959.365301,7,1.79025,1559.25487,2.111111,1591.6,1.232895,835.340375,2.111111,0.278606,363.849448,2,67,-1.220239,14.103704,2,-1.181147,7.488242,0.004728,2747,44,7,55,581012,0,0,10,45,0.8,0,0,0.181818,0.818182,0.202902,118.500911,-0.878961,25.019591,1.057716,217.732382,0.558154,85.104476,1.923191,2072.755073,1.177489,541.037353,0.745356,2286.949506,0.745356,68.3369,65.335437,0,72.461057,0,0,0,72.419633,0,0,0,0,0,67.264924,0,48.761582,48.761582,93.914455,0,91.96569,95.194584,88.05462
1597,0.996749,5774493712704643000000,20947656060859248,75990089569,0.000109,0.998273,284315,2,275663,933.397502,94813.859575,2,16.977724,47488.145955,2,262530.766667,139.132406,3163.406973,2,-0.050396,1592.186834,2,32767,-1.29353,-0,2,-8.521944,0.330083,0.001727,492,1,2,31,284807,0,0,30,1,0.032258,0,0,0.967742,0.032258,2.364998,-0,-2.249717,0.732318,25.249506,0,-0.284152,0.976935,210.612024,0,0.601592,1.344265,0,51410.198669,0,99.410808,97.793045,0,99.91807,99.942181,99.937499,99.937499,99.916666,99.824904,99.938436,0,0,99.934456,99.902152,99.939138,99.829118,99.870785,99.942415,99.944288,99.938202,99.952247,99.900748
1600,0.988722,12092640,215940,3660,0.168539,0.794007,212,2,61,16.907154,74.033708,2,-0.882106,15.2005,2,42.886364,5.220642,64.583674,2,-1.763706,9.680522,2,29,0.841243,50.535581,2,-3.120965,6.058104,0.205993,55,1,2,45,267,0,0,44,1,0.022222,0,0,0.977778,0.022222,2.483611,61.580524,-2.26956,7.977934,3.94747,64.810861,-1.660039,9.193586,7.092206,67.440075,-1.240313,11.24156,0,7.791516,0,74.025974,68.571429,65.974026,77.402597,77.922078,80,80.519481,81.298701,80.519481,68.311688,67.272727,74.805195,78.701299,76.363636,76.883117,80.519481,80.519481,77.402597,81.298701,78.701299,83.896104,74.025974
4134,0.496267,193244203606896,52341333588,14025009,0.47374,0.542255,2034,2,3749,3751,0.974167,2,61.245408,0.500067,2,100.357545,162.450882,0.08788,2,8.206744,0.158031,2,2,-2.001067,0.000044,2,-31.460527,0.002721,0.457745,1717,1,2,1777,3751,0,0,1776,1,0.000563,0,0,0.999437,0.000563,6.2474,0.006487,2.480086,0.045367,43.170102,0.019995,6.277326,0.107613,144.563219,0.095908,10.5313,0.253003,0,468.388101,0,70.881567,64.416741,66.785396,63.561888,0,71.576135,74.479074,76.616207,75.013357,74.995548,0,76.384684,75.618878,65.0935,72.39537,54.229742,74.158504,72.413179,76.260018,75.351736,79.768477,68.940338
4135,0.891479,33772677656508,75217544892,31898874,0.000305,0.94211,30872,7518,0,0,0,7518,0,0,1562.8,0,0,0,1562.8,0,0,2,0,0,0,2,0,0,0.05789,1897,1,2,10,32769,0,0,0,10,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2497.759076,0,2497.759076,87.901913,88.575499,0,0,0,0,0,94.417989,0,94.255189,94.77615,93.630444,94.257224,80.42735,93.947904,94.220594,94.220594,94.220594,0,94.220594,0,93.341473
4153,0.972067,1049760000,5832000,32400,0.377778,0.166667,30,30,180,43.739752,0.697478,30,4.857274,0.496565,18,180,0.964319,-0.484363,18,0.486219,0.29253,6,180,-1.598238,-0.963753,6,-1.825767,0.005771,0.166667,30,0,6,68,180,0,0,66,2,0,0,0,0.970588,0.029412,-1.235912,-0.673413,0.336744,0.255399,-0.791321,-0.586169,0.455792,0.34106,1.338707,-0.476225,0.668129,0.418889,16.970563,0,16.970563,92.5,89.166667,0,84.166667,93.333333,0,89.166667,94.166667,0,38.75,82.916667,81.666667,82.083333,53.75,95.416667,16.666667,33.333333,95.416667,95,94.166667,95.833333,82.5
4154,0.996769,36256875981887808,2628071613648,190495188,0.002177,0.998385,14217,2,13806,459.191776,94536.798174,2,11.341748,47496.696579,2,13470.566667,60.058775,3154.274274,2,-0.272687,1592.83935,2,5425,-1.288693,-0.011058,2,-7.56495,0.326954,0.001615,23,1,2,31,14240,0,0,30,1,0.032258,0,0,0.967742,0.032258,1.541537,-0.00391,-1.852573,0.721001,14.075914,-0.001873,-0.255195,0.971087,93.416424,0.004945,0.629858,1.355431,0,1523.21112,0,99.714219,97.816819,0,99.850082,99.943781,99.953151,99.943781,99.901616,99.882877,99.896931,99.901616,99.920356,99.915671,99.915671,99.925041,99.882877,99.873507,99.925041,99.896931,99.892246,99.934411,99.878192
4329,0.739872,5740560,820080,18224,0.03617,0.851064,400,7,136,30.481411,62.534043,7,5.633491,11.767857,2.571429,105,10.369463,23.461461,2.571429,1.99584,7.115385,2,45,-0.121854,3.281638,2,-0.19116,0.871395,0.148936,70,11,2,17,470,0,0,3,14,0.647059,0,0,0.176471,0.823529,-0.121854,3.281638,-0.19116,0.871395,0.748833,4.568702,0.545188,8.706902,30.481411,62.534043,5.633491,11.767857,1.398586,51.971146,1.398586,83.741007,69.064748,0,83.884892,81.294964,85.035971,85.035971,85.467626,85.611511,78.848921,82.877698,84.892086,85.179856,84.316547,80,85.611511,84.748201,85.467626,85.467626,84.604317,84.460432,76.690647
4340,0.955497,13784658708,56035198,146689,0.015666,0.671018,257,3,383,3.630774,284.799823,3,0.951196,6.76597,3,297,0.757839,70.615598,3,0.014605,1.587624,3,91,-1.187746,4.205843,3,-0.95425,0.033491,0.002611,1,0,3,6,383,0,0,5,1,0,0,0,0.833333,0.166667,-0.880869,7.726516,-0.621001,0.053514,0.637178,16.579115,-0.028982,0.156596,2.456877,160.522921,0.672005,3.837248,0,129.473936,0,93.392857,84.642857,67.857143,88.035714,92.857143,0,89.464286,89.107143,0,96.25,95.357143,93.571429,92.857143,81.25,94.107143,67.857143,75,95,90.357143,92.678571,95,92.857143
4534,0.514022,81,27,9,0.002804,0.556943,6157,3,0,0,0,3,0,0,2.258065,0,0,0,2.258065,0,0,2,0,0,0,2,0,0,0.443057,4898,23,2,31,11055,0,0,0,31,0.741935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.444803,0,0.444803,93.077852,93.089922,0,94.158117,96.469523,93.946892,94.049487,93.832227,93.765842,96.928183,96.837658,92.848521,94.659022,89.14303,96.022933,55.703078,89.14303,95.491853,96.590223,94.990947,97.199759,95.630658
4537,0.960606,9542060131278312,966186728562,97811979,0.00202,0.29795,2950,6,9901,1.424756,4335366.971316,6,1.671242,1226815.547512,6,9835.263158,-0.465349,228180.380672,6,-0.239923,64569.993674,6,9663,-1.329883,1.890965,6,-1.127177,0.309389,0.000101,1,0,6,20,9901,0,0,19,1,0,0,0,0.95,0.05,-1.112431,1.949789,-0.699033,0.347428,-0.95769,4.009825,-0.266042,1.005279,-0.005708,4.338087,0.151267,1.146435,0,62.01061,0,79.352008,42.443469,42.666217,58.123523,68.086399,0,55.720553,56.712791,0,92.453594,94.863314,93.256834,81.876477,92.143098,87.99865,29.834627,44.79244,87.21566,77.489031,82.794465,93.648329,88.059399
4538,0.960596,9358049877635520,952279421760,96864960,0.003342,0.298795,2950,5,9844,193.897958,0.011116,5,7.171538,0.013351,5,9523.0625,47.822309,0.00131,5,0.953504,0.00534,5,8304,7.601727,-0.000015,5,-1.883856,0.000954,0.101084,998,0,5,33,9873,0,0,32,1,0,0,0,0.969697,0.030303,10.692875,-0.000001,-0.529067,0.001689,32.232737,0.000012,0.251094,0.004345,52.889393,0.00096,2.372879,0.008791,0,412.292563,0,46.725304,41.948579,0,47.44249,50.778078,0,45.175913,47.543978,0,63.38295,60.534506,47.44249,49.451962,41.184032,51.813261,29.905277,44.891746,51.08931,53.687415,52.117727,0,49.228687
4541,0.434825,4306525017267480,5749699622520,7278100788,0.000491,0.539119,54864,790,101766,1191.686726,165201645.622921,790,22.855582,102640295.983457,66.540541,13358.307692,105.723586,16887087.022348,66.540541,3.409376,10872054.15436,1,7,-0.347372,0.197836,1,-0.876746,0.930472,0.111599,11357,9,3,50,101766,0,0,13,37,0.18,0,0,0.26,0.74,-0.090564,0.987648,0.585211,1.356334,1.744989,4.395987,1.316415,2.985108,13.361372,29.558743,3.088603,13.900964,206.932704,33105.123235,206.932704,58.024635,56.74769,0,0,0,0,0,58.639848,0,45.915613,0,58.256568,57.735046,52.864443,50.081242,53.914696,55.889406,0,0,53.026273,0,0
4552,0.454626,20945088,1309068,21114,0.003001,0.088791,503,102,207,0.843135,53.374404,102,0.929145,37.268208,13.6,106,-0.0445,28.254634,13.6,0.65366,19.188959,2,5,-0.932136,3.134863,2,0.378174,1.10971,0.000177,1,12,102,17,5665,0,0,2,15,0.705882,0,0,0.117647,0.882353,-0.932136,3.134863,0.378174,1.10971,-0.0445,28.254634,0.65366,19.188959,0.843135,53.374404,0.929145,37.268208,29.004433,142.83557,29.004433,76.619018,76.134245,0,0,76.817899,0,78.384089,78.39652,0,75.724052,76.059664,52.007458,69.334991,41.404599,70.205096,9.26041,16.457427,72.479801,78.39652,55.214419,75.239279,65.941579
6332,0.810761,4058916576,33269808,126984,0.074074,0.577778,312,429,262,137.577338,37287.531481,429,11.529525,8728.998307,39.590909,59.277778,10.368503,2198.883738,39.590909,1.192745,506.960278,1,4,-1.751947,0.038144,1,-1.948854,0.193354,0.422222,228,4,2,40,540,263,999,18,22,0.1,0.487037,0.04625,0.45,0.55,0.376651,2.129278,-0.184596,1.095676,1.464911,32.837314,0.415206,4.758435,5.481462,61.366191,1.306231,8.302573,107.53589,61.977041,107.53589,75.72327,71.949686,0,76.226415,52.201258,77.735849,78.238994,76.72956,57.861635,71.320755,77.987421,68.805031,68.805031,47.044025,57.987421,57.861635,69.685535,57.861635,76.72956,59.119497,74.08805,65.91195
23380,0.998211,7118392320,60840960,475320,0.012518,0.243205,680,57,2796,88.427608,1398.5,57,6.527731,807.280001,24.333333,142.53125,5.185923,46.428731,24.333333,1.271225,27.703245,6,1,-1.2,0.3,6,0,0,0.097997,274,0,6,35,2796,2795,68100,32,3,0,0.999642,0.695892,0.914286,0.085714,-0.551036,1.191176,0.404452,0.925348,-0.245994,3.008203,0.718929,2.349033,3.157627,4.151882,1.793287,2.91493,28.360771,486.276702,28.360771,98.580024,96.750903,0,99.54272,99.951865,0,100,99.975933,0,22.839952,95.21059,99.807461,99.711191,99.687124,99.687124,24.4284,44.933815,99.687124,99.975933,100,100,91.841155
23381,0.472946,206448,12144,552,0.026,0.58,290,24,17,-0.582089,3.5286,24,-1.164765,2.005364,13.083333,17,-0.582089,3.5286,13.083333,-1.164765,2.005364,2,17,-0.582089,3.5286,2,-1.164765,2.005364,0.42,210,1,2,13,500,401,835,1,12,0.076923,0.802,0.128462,0.076923,0.923077,-0.582089,3.5286,-1.164765,2.005364,-0.582089,3.5286,-1.164765,2.005364,-0.582089,3.5286,-1.164765,2.005364,7.549333,0,7.549333,59.864865,60.675676,0,56.216216,55.405405,58.378378,58.378378,57.702703,59.459459,53.783784,53.378378,61.621622,58.918919,58.783784,59.459459,58.108108,59.864865,58.243243,57.702703,57.297297,59.189189,55.27027
23499,0.568841,2310,462,77,0.036101,0.707581,196,11,?,?,?,11,?,?,4.3,?,?,?,4.3,?,?,2,?,?,?,2,?,?,0.292419,81,4,2,10,277,0,0,0,10,0.4,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,2.983287,?,2.983287,74.5,74.5,0,69,70.5,68.25,70.5,74.75,74.5,72.25,74.25,73.75,74,70.75,72.75,71.25,72,72.5,74.75,70,73.25,66.75
23512,0.501209,66517291847678575000,774023899457493,8622972711,0.000296,0.528577,51827,2,92943,63.889738,1.050129,2,5.98169,1.396809,2,30341.428571,7.897869,0.60737,2,1.357409,0.773437,2,3,-1.861853,-0.007896,2,-0.005582,0.164565,0.471423,46223,1,2,29,98050,1,9,28,1,0.034483,0.00001,0.000003,0.965517,0.034483,-1.201114,-0.000241,0.001637,0.490757,-0.026568,0.986497,0.599857,1.00477,11.233955,1.002663,2.295117,1.0086,0,35892.366155,0,65.645995,59.878961,0,64.109207,68.430573,62.911737,63.72841,64.066367,63.198014,54.916361,0,66.058752,69.043248,58.829729,67.781178,52.859377,60.431797,65.202638,70.205358,68.062016,71.786346,61.21787
40474,0.429439,1679942880,12085920,57552,0.009643,0.582857,1632,5,264,317.570313,110.787984,5,15.647263,34.209359,2.142857,165,67.682179,46.566607,2.142857,4.054667,17.836509,2,65,4.621658,0.997912,2,1.316901,0.183788,0.011071,31,20,5,27,2800,0,0,6,21,0.740741,0,0,0.222222,0.777778,7.022832,1.768203,1.360651,0.595984,11.740577,28.25819,1.728268,20.394838,118.840123,109.501296,5.810867,31.879476,0.654654,77.912772,0.654654,64.441777,55.870348,0,70.612245,70.108043,0,71.284514,70.732293,0,59.639856,60.936375,67.082833,68.691477,64.2497,66.530612,58.583433,62.088836,65.642257,70.732293,68.619448,70.684274,60.816327
40475,0.429439,1679942880,12085920,57552,0.009643,0.582857,1632,5,264,317.570313,110.787984,5,15.647263,34.209359,2.142857,165,67.682179,46.566607,2.142857,4.054667,17.836509,2,65,4.621658,0.997912,2,1.316901,0.183788,0.011071,31,20,5,27,2800,0,0,6,21,0.740741,0,0,0.222222,0.777778,7.022832,1.768203,1.360651,0.595984,11.740577,28.25819,1.728268,20.394838,118.840123,109.501296,5.810867,31.879476,0.654654,77.912772,0.654654,64.441777,55.870348,0,70.612245,70.108043,0,71.284514,70.732293,0,59.639856,60.936375,67.082833,68.691477,64.2497,66.530612,58.583433,62.088836,65.642257,70.732293,68.619448,70.684274,60.816327
