@relation all_all_all_all-standard_config_performanceValues-weka.filters.unsupervised.attribute.Remove-R1

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute Dimensionality numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.lazy.IBk numeric

@data
0.631579,1759680,135360,9024,0.562527,0.479167,0.041251,0.562527,0.479167,0.041251,0.562527,0.479167,0.041251,0.58858,0.447917,0.103388,0.052083,0.511724,0.447917,0.104167,0.511724,0.447917,0.104167,0.511724,0.447917,0.104167,0.510417,49,2,96,3.190359,189.875,2,0.427836,8.62111,2,54.5,0.273687,60.930062,2,-0.136704,4.741661,2,13,-1.260092,0.161289,2,-1.185029,0.059793,0.489583,47,0.696049,0.322917,0.355844,1,2,5,96,0,0,4,1,0.2,0,0,0.8,0.2,-1.064481,6.60706,-0.915174,0.876176,-0.41776,26.841979,0.105188,5.14287,2.303301,149.341146,0.399874,8.205936,0.673686,0.3125,0.374185,0.673686,0.3125,0.374185,0.673686,0.3125,0.374185,0.678463,0.322917,0.355844,0.678463,0.322917,0.355844,0.678463,0.322917,0.355844,0,46.779625,0,0.657186,0.34375,0.313692,62.307692
0.481928,3906250000,15625000,62500,0.689962,0.324,0.338106,0.689962,0.324,0.338106,0.689962,0.324,0.338106,0.694011,0.324,0.351668,0.204,0.741983,0.296,0.405565,0.741983,0.296,0.405565,0.741983,0.296,0.405565,0.532,133,2,250,-0.995372,0,2,0.174448,1,2,250,-1.179796,0,2,0.003365,1,2,250,-1.32635,0,2,-0.284289,1,0.468,117,0.863376,0.248,0.501447,1,2,51,250,0,0,50,1,0.019608,0,0,0.980392,0.019608,-1.244059,0,-0.055988,1,-1.184277,0,0.013217,1,-1.117093,0,0.074255,1,0.788092,0.264,0.472,0.788092,0.264,0.472,0.788092,0.264,0.472,0.619208,0.38,0.238049,0.619208,0.38,0.238049,0.619208,0.38,0.238049,0,0,0,0.599383,0.4,0.198358,60.277778
0.8125,1069500,46500,1860,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,0.818978,0.205742,0.526477,0.033493,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,0.797969,0.100478,0.723528,0.732057,153,2,60,22.468899,11796.15311,2,4.027333,11726.564377,2,29.333333,13.202313,2486.021531,2,3.108127,2656.502062,2,15,5.902471,4.698565,2,2.140663,6.816274,0.267943,56,0.970063,0.057416,0.85528,1,2,7,209,0,0,6,1,0.142857,0,0,0.857143,0.142857,6.772693,14.875598,2.44328,21.202057,13.083233,114.514354,3.170355,150.445824,18.827181,5100.023923,3.703762,5840.698163,0.765406,0.143541,0.612149,0.765406,0.143541,0.612149,0.765406,0.143541,0.612149,0.868464,0.076555,0.790634,0.868464,0.076555,0.790634,0.868464,0.076555,0.790634,0,15.882905,0,0.916083,0.066986,0.829248,92.881356
0.785657,11548129138,63451259,328763,0.772506,0.246836,0.52129,0.91287,0.182255,0.617272,0.834285,0.193891,0.604875,0.772506,0.246836,0.52129,0.002982,0.88954,0.147855,0.695175,0.88908,0.145527,0.699025,0.896148,0.141745,0.70821,0.576145,7922,2,1411,6874.5,0.629409,2,2.366188,260.214455,2,89.2,916.86363,-0.850401,2,-4.557908,7.591279,2,3,-0.616275,-12.599564,2,-75.973828,0.000012,0.423855,5828,0.845072,0.287782,0.371413,1,2,41,13750,0,0,40,1,0.02439,0,0,0.97561,0.02439,6.761819,-0.000095,-2.179168,0.000573,6.991264,0.002968,0.121682,0.006918,16.105419,0.021971,2.347704,0.092173,0.772506,0.246836,0.52129,0.772506,0.246836,0.52129,0.870217,0.175782,0.63525,0.770822,0.258036,0.48419,0.822047,0.258036,0.48419,0.849142,0.218182,0.545211,0,221.164192,0,0.821807,0.174182,0.643454,83.260553
0.569894,2000682159778610,486192505414,63488183,0.772584,0.161133,0.591328,0.951467,0.110107,0.724716,0.86277,0.113281,0.72988,0.772584,0.161133,0.591328,0.001587,0.922424,0.102051,0.750576,0.922424,0.102051,0.750576,0.922183,0.102417,0.750651,0.697632,5715,2,7997,313.749259,1328125.959839,2,13.897852,422019.426957,2,2804,77.069303,135460.433724,2,5.074305,67245.748377,2,189,0.903141,1.884554,2,-0.791664,2.479493,0.302368,2477,0.949595,0.109741,0.727636,1,2,13,8192,0,0,12,1,0.076923,0,0,0.923077,0.076923,3.02857,14.719574,1.918088,35.757244,20.497553,180.269104,3.958631,179.729563,152.744884,72500.297546,8.569249,106188.172838,0.773457,0.16333,0.589573,0.826704,0.132935,0.676352,0.841837,0.120361,0.689104,0.772584,0.161133,0.591328,0.854569,0.145874,0.635602,0.900689,0.124756,0.684977,0,3298.061662,0,0.870024,0.105713,0.747054,89.507128
0.536364,478764,239382,6138,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.036036,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.691282,0.315315,0.380679,0.522523,58,2,93,1.31654,184.801802,2,1.265266,91.152302,2,66,-0.080985,101.564565,2,0.181381,44.652747,2,39,-0.916416,42.099099,2,-0.492933,9.529969,0.477477,53,0.719258,0.315315,0.375703,1,2,4,111,0,0,3,1,0.25,0,0,0.75,0.25,-0.916416,42.099099,-0.492933,9.529969,-0.643078,77.792793,-0.228191,33.275969,1.31654,184.801802,1.265266,91.152302,0.703969,0.261261,0.484383,0.703969,0.261261,0.484383,0.703969,0.261261,0.484383,0.53676,0.459459,0.073941,0.53676,0.459459,0.073941,0.53676,0.459459,0.073941,0,27,0,0.606864,0.387387,0.22554,66.666667
0.887637,89489077315521,29819752521,9628593,0.72282,0.271001,0.457204,0.79965,0.270357,0.459004,0.683993,0.317026,0.365831,0.72282,0.271001,0.457204,0.002253,0.797328,0.226585,0.546876,0.797328,0.226585,0.546876,0.797328,0.226585,0.546876,0.504023,1566,2,3107,8.425855,11.885161,2,0.587908,11475690.49229,2,3008.333333,1.95907,-15273134.720529,2,0.033471,1912616.011723,2,2832,0.280876,-91638847.147731,2,-1.020247,0.198056,0.495977,1541,0.803749,0.26907,0.462349,1,2,7,3107,0,0,6,1,0.142857,0,0,0.857143,0.142857,0.579489,-22909712.219108,-0.800812,1.003738,0.750523,8.879527,0.400537,1.348166,2.757176,10.288724,0.566794,2868923.681592,0.722629,0.271323,0.456528,0.735123,0.26907,0.460758,0.779203,0.252655,0.494209,0.540986,0.459607,0.08741,0.724242,0.328935,0.343285,0.733098,0.333441,0.333876,0,114.772238,0,0.765356,0.230126,0.53965,79.138859
0.5,264960,52992,8832,0.779037,0.179487,0.596655,0.779037,0.179487,0.596655,0.779037,0.179487,0.596655,0.779037,0.179487,0.596655,0.061538,0.765747,0.184615,0.583975,0.765747,0.184615,0.583975,0.765747,0.184615,0.583975,0.620513,121,184,48,0.278042,60.435897,184,-0.026709,11.216692,19.727273,48,0.278042,60.435897,19.727273,-0.026709,11.216692,2,48,0.278042,60.435897,2,-0.026709,11.216692,0.379487,74,0.841077,0.184615,0.595249,4,2,12,195,2,2,1,11,0.333333,0.010256,0.000855,0.083333,0.916667,0.278042,60.435897,-0.026709,11.216692,0.278042,60.435897,-0.026709,11.216692,0.278042,60.435897,-0.026709,11.216692,0.497934,0.379487,0,0.497934,0.379487,0,0.497934,0.379487,0,0.674782,0.292308,0.300371,0.674782,0.292308,0.300371,0.674782,0.292308,0.300371,54.499708,0,54.499708,0.648034,0.297436,0.354894,70.357143
0.491803,8152620,173460,3540,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.513584,0.483871,0.032258,0.129032,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.532258,33,2,60,45.74102,283.134194,2,6.563608,930.278942,2,32.857143,11.000005,93.151205,2,2.374167,285.567244,2,5,-1.329125,2.419355,2,0.229519,1.441252,0.467742,29,0.63065,0.370968,0.230852,1,2,8,62,7,8,7,1,0.125,0.112903,0.016129,0.875,0.125,-1.224857,2.612903,0.377656,1.476414,2.852448,19.877586,1.683501,18.206255,26.270581,198.789984,5.071589,899.158011,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.512539,0.483871,0.028213,0.620167,0.387097,0.209352,0.620167,0.387097,0.209352,0.620167,0.387097,0.209352,0,26.485396,0,0.622257,0.370968,0.247096,70.666667
0.508509,1000000000000,1000000000,1000000,0.855574,0.15,0.695617,0.855574,0.15,0.695617,0.855574,0.15,0.695617,0.665998,0.317,0.357519,0.011,0.848693,0.144,0.707222,0.848693,0.144,0.707222,0.848693,0.144,0.707222,0.56,560,2,1000,1.925857,0,2,1.416881,1,2,999.9,-0.70277,0,2,0.228998,1,2,999,-1.25689,0,2,-0.041553,1,0.44,440,0.712812,0.338,0.316122,1,2,11,1000,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.197729,0,-0.006833,1,-1.1785,0,0.021923,1,-0.512467,0,0.246256,1,0.864907,0.177,0.637206,0.864907,0.177,0.637206,0.864907,0.177,0.637206,0.824838,0.173,0.649201,0.824838,0.173,0.649201,0.824838,0.173,0.649201,0,0.316228,0,0.724919,0.271,0.449947,72.416107
0.98436,0,616,308,0.7119,0.280273,0.438721,0.755662,0.308594,0.383511,0.73606,0.31543,0.369545,0.7119,0.280273,0.438721,0.00293,0.7119,0.280273,0.438721,0.7119,0.280273,0.438721,0.7119,0.280273,0.438721,0.50293,515,4,77,-0.123562,134.129883,4,0.725942,15.13884,3,77,-0.123562,134.129883,3,0.725942,15.13884,2,77,-0.123562,134.129883,2,0.725942,15.13884,0.49707,509,0.755662,0.308594,0.383511,1,2,3,1024,0,0,1,2,0.333333,0,0,0.333333,0.666667,-0.123562,134.129883,0.725942,15.13884,-0.123562,134.129883,0.725942,15.13884,-0.123562,134.129883,0.725942,15.13884,0.724814,0.28125,0.436914,0.724814,0.28125,0.436914,0.768385,0.272461,0.454829,0.7119,0.280273,0.438721,0.761302,0.280273,0.438721,0.78833,0.274414,0.450744,1.414214,0,1.414214,0.73606,0.31543,0.369545,69.210526
0.507014,62500000000,125000000,250000,0.728265,0.254,0.484929,0.740112,0.294,0.396056,0.887781,0.11,0.775978,0.728265,0.254,0.484929,0.202,0.809798,0.232,0.525221,0.818168,0.206,0.584932,0.792171,0.194,0.609111,0.566,283,2,500,1.685141,0,2,1.272782,1,2,499.92,-1.126592,0,2,0.035363,1,2,499,-1.333001,-0,2,-0.144236,1,0.434,217,0.690023,0.342,0.291303,1,2,101,500,0,0,100,1,0.009901,0,0,0.990099,0.009901,-1.233324,-0,-0.033564,1,-1.189154,0,0.010672,1,-1.159525,0,0.062995,1,0.722077,0.254,0.482714,0.76413,0.224,0.531467,0.86605,0.172,0.648388,0.674423,0.344,0.25496,0.711493,0.276,0.435786,0.628129,0.37,0.206363,0,0.27266,0,0.526852,0.462,0.054023,51.70068
0.512513,1000000000000,1000000000,1000000,0.879394,0.147,0.702106,0.879394,0.147,0.702106,0.879394,0.147,0.702106,0.692534,0.303,0.392118,0.006,0.879477,0.137,0.723335,0.879477,0.137,0.723335,0.879477,0.137,0.723335,0.543,543,2,1000,-0.714025,0,2,0.052114,1,2,1000,-1.092704,0,2,0.001946,1,2,1000,-1.202317,0,2,-0.023447,1,0.457,457,0.716822,0.338,0.315404,1,2,6,1000,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.201146,0,-0.020138,1,-1.188325,0,-0.006917,1,-0.936452,0,0.028462,1,0.876073,0.153,0.6922,0.876073,0.153,0.6922,0.876073,0.153,0.6922,0.833976,0.166,0.666336,0.833976,0.166,0.666336,0.833976,0.166,0.666336,0,0,0,0.850323,0.149,0.700039,85.521886
0.578313,3906250000,15625000,62500,0.810267,0.184,0.624306,0.810267,0.184,0.624306,0.810267,0.184,0.624306,0.720834,0.256,0.483771,0.024,0.815961,0.188,0.616539,0.815961,0.188,0.616539,0.815961,0.188,0.616539,0.564,141,2,250,1.625732,0,2,1.307966,1,2,250,-0.230528,0,2,0.419812,1,2,250,-1.210252,0,2,0.007256,1,0.436,109,0.686707,0.284,0.424337,1,2,6,250,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.092682,0,0.01115,1,-0.885938,0,0.015651,1,0.959331,0,1.030556,1,0.750797,0.252,0.488138,0.750797,0.252,0.488138,0.750797,0.252,0.488138,0.786453,0.208,0.575302,0.786453,0.208,0.575302,0.786453,0.208,0.575302,0,0,0,0.818986,0.176,0.64064,85.277778
0.873418,18643968,388416,7616,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.947619,0.056604,0.872084,0.100629,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.660377,105,6,136,5.72579,5113.836478,6,2.710242,481.941321,4,42.928571,1.059972,598.332579,4,0.665428,77.317293,2,20,-0.823175,3.236352,2,-0.992743,0.267336,0.339623,54,0.987831,0.056604,0.875489,1,2,16,159,0,0,14,2,0.0625,0,0,0.875,0.125,0.063137,22.431792,0.15438,2.188542,0.629977,80.722013,0.75785,6.278166,1.494902,133.952516,0.916708,31.951758,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,2.828427,28.650317,2.828427,0.924339,0.062893,0.854555,92.444444
0.514056,3906250000,15625000,62500,0.848213,0.168,0.658492,0.848213,0.168,0.658492,0.848213,0.168,0.658492,0.623195,0.44,0.167927,0.104,0.767597,0.26,0.469613,0.767597,0.26,0.469613,0.767597,0.26,0.469613,0.572,143,2,250,-0.79503,0,2,0.198255,1,2,250,-1.197221,0,2,0.022862,1,2,250,-1.343702,0,2,-0.221787,1,0.428,107,0.610483,0.432,0.119776,1,2,26,250,0,0,25,1,0.038462,0,0,0.961538,0.038462,-1.259352,0,-0.039563,1,-1.230945,0,0.025855,1,-1.15979,0,0.095993,1,0.7392,0.276,0.432976,0.7392,0.276,0.432976,0.7392,0.276,0.432976,0.66842,0.308,0.348738,0.66842,0.308,0.348738,0.66842,0.308,0.348738,0,0,0,0.563493,0.424,0.127888,51.111111
0.662651,500,125,25,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.02994,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.953488,0.071856,0.816079,0.772455,129,5,?,?,?,5,?,?,4.2,?,?,?,4.2,?,?,2,?,?,?,2,?,?,0.227545,38,0.950952,0.071856,0.816079,1,2,5,167,0,0,0,5,0.2,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0.971542,0.077844,0.780596,0.971542,0.077844,0.780596,0.971542,0.077844,0.780596,0.844349,0.149701,0.570164,0.844349,0.149701,0.570164,0.844349,0.149701,0.570164,1.30384,?,1.30384,0.9629,0.107784,0.698979,92.765957
0.993827,1651952,825976,17956,0.624725,0.319018,0.181221,0.624725,0.319018,0.181221,0.624725,0.319018,0.181221,0.717993,0.319018,0.181221,0.03681,0.776412,0.257669,0.416468,0.776412,0.257669,0.416468,0.776412,0.257669,0.416468,0.711656,116,2,134,11.014722,227.380368,2,2.979202,208.602499,2,104.666667,3.695593,82.049931,2,1.172076,78.130447,2,46,-0.537133,4.867583,2,-0.527554,1.207605,0.288344,47,0.807685,0.269939,0.366319,3,2,6,163,0,0,3,3,0.5,0,0,0.5,0.5,-0.537133,4.867583,-0.527554,1.207605,0.60919,13.90184,1.06458,24.581237,11.014722,227.380368,2.979202,208.602499,0.742938,0.282209,0.285224,0.742938,0.282209,0.285224,0.742938,0.282209,0.285224,0.758254,0.226994,0.482895,0.758254,0.226994,0.482895,0.758254,0.226994,0.482895,0,50.806824,0,0.710473,0.245399,0.402054,70.869565
0.503006,62500000000,125000000,250000,0.843545,0.184,0.63284,0.843545,0.184,0.63284,0.843545,0.184,0.63284,0.682141,0.304,0.386513,0.012,0.849505,0.14,0.718772,0.849505,0.14,0.718772,0.849505,0.14,0.718772,0.526,263,2,500,1.748098,0,2,1.366958,1,2,500,-0.255912,0,2,0.421304,1,2,500,-1.217562,0,2,-0.022743,1,0.474,237,0.669827,0.358,0.284,1,2,6,500,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.20999,0,-0.014436,1,-0.66622,0,0.037653,1,0.90332,0,1.048869,1,0.857791,0.154,0.690843,0.857791,0.154,0.690843,0.857791,0.154,0.690843,0.834071,0.166,0.667447,0.834071,0.166,0.667447,0.834071,0.166,0.667447,0,0,0,0.863214,0.136,0.727035,87.210884
0.517034,4117280544,35190432,161424,0.5,0.492,0,0.5,0.492,0,0.5,0.492,0,0.526383,0.474,0.047917,0.016,0.52319,0.48,0.031196,0.52319,0.48,0.031196,0.52319,0.48,0.031196,0.508,254,2,456,4.622818,141.091,2,0.823899,85.510774,2,187.142857,0.498999,23.99629,2,-0.045623,14.797873,2,24,-1.167315,0.1548,2,-0.913561,0.886808,0.492,246,0.510163,0.482,0.032843,1,2,8,500,0,0,7,1,0.125,0,0,0.875,0.125,-1.002653,0.787,-0.307187,0.988631,0.27107,3.270929,-0.071157,1.860612,0.593784,12.446,0.461476,6.857487,0.545372,0.452,0.092981,0.545372,0.452,0.092981,0.545372,0.452,0.092981,0.534489,0.466,0.068894,0.534489,0.466,0.068894,0.534489,0.466,0.068894,0,163.283423,0,0.555886,0.444,0.111773,57.278912
0.508509,1000000000000,1000000000,1000000,0.878931,0.159,0.676645,0.878931,0.159,0.676645,0.878931,0.159,0.676645,0.70767,0.282,0.424959,0.011,0.828127,0.174,0.646571,0.828127,0.174,0.646571,0.828127,0.174,0.646571,0.56,560,2,1000,1.905302,0,2,1.413,1,2,999.8,-0.585946,0,2,0.306202,1,2,999,-1.252233,0,2,-0.04554,1,0.44,440,0.698616,0.347,0.287006,1,2,11,1000,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.246986,0,0.006364,1,-1.210656,0,0.033522,1,0.174027,0,0.76531,1,0.860112,0.164,0.669461,0.860112,0.164,0.669461,0.860112,0.164,0.669461,0.80349,0.192,0.609057,0.80349,0.192,0.609057,0.80349,0.192,0.609057,0,0.421637,0,0.727841,0.271,0.453144,73.288591
0.497131,4503599627370496,549755813888,67108864,0.649471,0.344971,0.310124,0.668388,0.343994,0.31182,0.542385,0.457642,0.08476,0.649471,0.344971,0.310124,0.004028,0.899172,0.120361,0.759302,0.899172,0.120361,0.759302,0.899172,0.120361,0.759302,0.503906,4128,2,8192,-1.156638,1.385738,2,0.025773,43.747302,2,8182.53125,-1.196849,0.660609,2,-0.002687,7.586924,2,8173,-1.226636,-0.53032,2,-0.03207,0.645188,0.496094,4064,0.661881,0.358765,0.282272,1,2,33,8192,0,0,32,1,0.030303,0,0,0.969697,0.030303,-1.205847,0.001142,-0.010296,0.651066,-1.196471,0.290695,-0.004819,1.3469,-1.187931,1.377247,0.004579,1.3621,0.650465,0.343506,0.313127,0.778103,0.232056,0.535985,0.896722,0.121094,0.757836,0.607957,0.426147,0.144404,0.607893,0.425781,0.145157,0.608156,0.425781,0.145157,0,6.06409,0,0.558726,0.441284,0.117443,55.780041
0.626943,1373147136,7151808,37249,0.54578,0.484536,0.078245,0.54578,0.484536,0.078245,0.54578,0.484536,0.078245,0.543162,0.489691,0.069098,0.170103,0.581197,0.43299,0.146091,0.581197,0.43299,0.146091,0.581197,0.43299,0.146091,0.536082,104,2,193,26.298915,1401.756701,2,3.901575,587.040705,2,175.40625,2.833454,87.548436,2,1.13939,33.35989,2,22,-0.256932,0.004004,2,-0.130108,0.00195,0.463918,90,0.599441,0.427835,0.15315,1,2,33,194,0,0,32,1,0.030303,0,0,0.969697,0.030303,0.462256,0.0878,0.613323,0.021075,1.739979,0.343409,1.066936,0.119798,3.812148,20.093814,1.627528,4.312889,0.47516,0.505155,0.003773,0.47516,0.505155,0.003773,0.47516,0.505155,0.003773,0.516987,0.479381,0.034051,0.516987,0.479381,0.034051,0.516987,0.479381,0.034051,0,38.59455,0,0.563248,0.43299,0.126875,54.642857
0.565657,100000000,1000000,10000,0.721618,0.31,0.36683,0.721618,0.31,0.36683,0.721618,0.31,0.36683,0.688205,0.31,0.354167,0.06,0.777778,0.34,0.31562,0.777778,0.34,0.31562,0.777778,0.34,0.31562,0.54,54,2,100,-0.907896,0,2,0.354942,1,2,100,-1.06634,0,2,0.015741,1,2,100,-1.328293,0,2,-0.133308,1,0.46,46,0.957729,0.11,0.778226,1,2,6,100,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.23307,0,-0.131242,1,-0.990875,0,-0.053925,1,-0.937343,0,0.197557,1,0.724839,0.27,0.444901,0.724839,0.27,0.444901,0.724839,0.27,0.444901,0.690419,0.31,0.379006,0.690419,0.31,0.379006,0.690419,0.31,0.379006,0,0,0,0.818841,0.18,0.637681,87.407407
0.57377,1541050,45325,1295,0.762227,0.306452,0.387097,0.762227,0.306452,0.387097,0.762227,0.306452,0.387097,0.78564,0.274194,0.451613,0.096774,0.722685,0.274194,0.451613,0.722685,0.274194,0.451613,0.722685,0.274194,0.451613,0.5,31,2,37,0.512319,115.629032,2,0.239094,15.970988,2,31,0.10955,88.093548,2,-0.111365,11.714103,2,14,-0.370754,12.322581,2,-0.513638,2.907166,0.5,31,0.817898,0.290323,0.419355,1,2,6,62,0,0,5,1,0.166667,0,0,0.833333,0.166667,-0.219022,49.112903,-0.44255,7.958615,0.215805,112.129032,-0.00575,13.032411,0.384994,115.056452,0.167013,14.810437,0.706035,0.33871,0.322581,0.706035,0.33871,0.322581,0.706035,0.33871,0.322581,0.66129,0.33871,0.322581,0.66129,0.33871,0.322581,0.66129,0.33871,0.322581,0,9.565563,0,0.66129,0.33871,0.322581,67.5
0.873418,18643968,388416,7616,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.963845,0.056604,0.876585,0.947619,0.056604,0.872084,0.100629,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.975309,0.037736,0.91736,0.660377,105,2,136,5.72579,5113.836478,2,2.710242,481.941321,2,40.466667,0.954092,558.492797,2,0.627396,72.242346,2,6,-0.823175,0.735849,2,-0.992743,0.267336,0.339623,54,0.98836,0.056604,0.874375,1,2,16,159,0,0,15,1,0.0625,0,0,0.9375,0.0625,-0.207685,10.161132,0.148252,1.947883,0.62317,65.607547,0.733666,6.097142,1.149276,121.132075,0.916663,30.718583,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.940653,0.037736,0.915109,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0.920899,0.062893,0.85722,0,29.208283,0,0.95388,0.050314,0.88472,96
0.829222,255552,11616,528,0.5,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.648676,0.102273,0,0.041667,0.5,0.102273,0,0.5,0.102273,0,0.5,0.102273,0,0.897727,474,24,22,13.985756,10734.181818,24,3.833076,14247.300659,16,17.315789,3.757941,812.104878,16,1.543506,1053.15048,2,2,-1.582755,0.136364,2,-1.513653,0.152942,0.102273,54,0.778454,0.263258,0.256052,1,2,22,528,264,504,19,3,0.045455,0.5,0.043388,0.863636,0.136364,-0.370401,0.700673,0.043772,0.328075,1.947689,1.871577,1.732065,1.750721,8.028463,22.667173,2.740415,36.040113,0.64053,0.104167,0.165805,0.64053,0.104167,0.165805,0.64053,0.104167,0.165805,0.715053,0.102273,0,0.715053,0.102273,0,0.715053,0.102273,0,12.165525,6.360054,12.165525,0.725387,0.102273,0,88.461538
